service_center,appointment_type,channel,scheduled_date,technician_utilization_pct,outcome_status
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-05-31,73.9,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-31,89.9,Cancelled
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-05-31,86.3,Completed
"Toronto, ON",Collision Repair,Service Center,2026-05-31,73.2,Completed
"Austin, TX",Alignment,Service Center,2026-05-31,65.9,Completed
"Seattle, WA",Tire Rotation,Mobile Service,2026-05-31,77.5,Rescheduled
"Denver, CO",12V Battery Service,Service Center,2026-05-31,58.0,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-05-31,67.6,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-05-31,71.5,Rescheduled
"Seattle, WA",Alignment,Service Center,2026-05-31,76.7,Completed
"Fremont, CA",Warranty Repair,Service Center,2026-05-31,53.2,Completed
"Seattle, WA",Tire Rotation,Service Center,2026-05-31,96.6,Rescheduled
"Austin, TX",Collision Repair,Service Center,2026-05-31,64.1,Rescheduled
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-05-31,76.4,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-05-31,57.3,Completed
"Denver, CO",Tire Rotation,Service Center,2026-05-31,97.7,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-05-31,82.6,Completed
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-05-31,53.0,Cancelled
"Chicago, IL",Warranty Repair,Service Center,2026-05-31,81.2,Rescheduled
"Fremont, CA",Tire Rotation,Mobile Service,2026-05-31,85.9,Completed
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-05-31,46.3,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-05-31,100.0,Cancelled
"Fremont, CA",Warranty Repair,Service Center,2026-05-31,87.1,Cancelled
"Austin, TX",Alignment,Service Center,2026-05-31,57.9,Completed
"Toronto, ON",Tire Rotation,Service Center,2026-05-31,79.4,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-05-31,65.3,Completed
"Toronto, ON",Alignment,Service Center,2026-05-31,100.0,Cancelled
"Denver, CO",Collision Repair,Collision Center,2026-05-31,75.6,Completed
"Seattle, WA",Collision Repair,Service Center,2026-05-31,81.6,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-06-01,69.9,Completed
"Denver, CO",Alignment,Service Center,2026-06-01,81.6,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-01,98.9,Completed
"Denver, CO",Collision Repair,Service Center,2026-06-01,100.0,Completed
"Austin, TX",Tire Rotation,Service Center,2026-06-01,66.2,Completed
"Toronto, ON",Collision Repair,Service Center,2026-06-01,73.7,Rescheduled
"Seattle, WA",Tire Rotation,Service Center,2026-06-01,73.3,Cancelled
"Fremont, CA",12V Battery Service,Service Center,2026-06-01,56.6,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,52.0,Completed
"Fremont, CA",Alignment,Service Center,2026-06-01,94.7,Cancelled
"Denver, CO",Warranty Repair,Mobile Service,2026-06-01,72.2,Cancelled
"Fremont, CA",Collision Repair,Service Center,2026-06-01,91.9,Cancelled
"Denver, CO",Tire Rotation,Mobile Service,2026-06-01,55.4,Completed
"Seattle, WA",Tire Rotation,Service Center,2026-06-01,100.0,Completed
"Austin, TX",Collision Repair,Mobile Service,2026-06-01,70.4,Rescheduled
"Toronto, ON",Collision Repair,Service Center,2026-06-01,75.8,Completed
"Fremont, CA",Collision Repair,Service Center,2026-06-01,52.5,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-01,38.7,Completed
"Denver, CO",Collision Repair,Mobile Service,2026-06-01,76.6,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-06-01,76.0,Cancelled
"Fremont, CA",Warranty Repair,Mobile Service,2026-06-01,39.0,Completed
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,86.5,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-01,53.2,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,82.1,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,69.9,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-06-01,82.1,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-01,80.6,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-06-01,79.9,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-01,73.5,Completed
"Seattle, WA",Warranty Repair,Service Center,2026-06-01,82.3,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-06-01,100.0,Completed
"Toronto, ON",Alignment,Mobile Service,2026-06-01,62.3,Completed
"Fremont, CA",Alignment,Mobile Service,2026-06-01,68.6,Completed
"Seattle, WA",Warranty Repair,Collision Center,2026-06-01,86.4,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-06-01,88.0,Completed
"Denver, CO",12V Battery Service,Service Center,2026-06-01,75.3,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,72.3,Cancelled
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-06-01,100.0,Cancelled
"Toronto, ON",Alignment,Service Center,2026-06-01,96.8,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,77.5,Completed
"Toronto, ON",12V Battery Service,Service Center,2026-06-01,84.6,Completed
"Austin, TX",Collision Repair,Mobile Service,2026-06-01,58.1,Completed
"Toronto, ON",Warranty Repair,Mobile Service,2026-06-01,82.0,Completed
"Denver, CO",Alignment,Service Center,2026-06-01,71.2,Completed
"Denver, CO",Collision Repair,Service Center,2026-06-01,68.7,Completed
"Toronto, ON",Collision Repair,Service Center,2026-06-01,87.4,Cancelled
"Fremont, CA",Tire Rotation,Service Center,2026-06-01,70.2,Completed
"Chicago, IL",Tire Rotation,Mobile Service,2026-06-01,52.1,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-06-01,78.0,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-01,88.0,Completed
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-01,83.4,Completed
"Fremont, CA",Collision Repair,Mobile Service,2026-06-01,80.4,Cancelled
"Austin, TX",Tire Rotation,Mobile Service,2026-06-01,76.9,Rescheduled
"Denver, CO",12V Battery Service,Service Center,2026-06-01,85.4,Completed
"Seattle, WA",Tire Rotation,Mobile Service,2026-06-01,85.9,Rescheduled
"Austin, TX",Tire Rotation,Service Center,2026-06-01,59.9,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-06-01,66.6,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-06-01,68.6,Completed
"Denver, CO",Tire Rotation,Service Center,2026-06-01,97.3,Cancelled
"Fremont, CA",Warranty Repair,Mobile Service,2026-06-01,89.5,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-01,66.5,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-06-01,86.1,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-01,71.9,Cancelled
"Toronto, ON",Alignment,Service Center,2026-06-01,81.6,Completed
"Austin, TX",Warranty Repair,Service Center,2026-06-01,59.3,Rescheduled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-01,85.1,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-06-01,98.9,Completed
"Austin, TX",Tire Rotation,Service Center,2026-06-01,76.7,Rescheduled
"Chicago, IL",Alignment,Service Center,2026-06-02,60.5,Completed
"Toronto, ON",12V Battery Service,Mobile Service,2026-06-02,95.4,Cancelled
"Austin, TX",Alignment,Mobile Service,2026-06-02,100.0,Completed
"Toronto, ON",Warranty Repair,Service Center,2026-06-02,94.5,Cancelled
"Denver, CO",Warranty Repair,Mobile Service,2026-06-02,66.1,Completed
"Chicago, IL",Warranty Repair,Mobile Service,2026-06-02,65.3,Completed
"Chicago, IL",Alignment,Mobile Service,2026-06-02,79.7,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-06-02,76.9,Completed
"Seattle, WA",Alignment,Service Center,2026-06-02,88.3,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-02,74.8,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-02,87.3,Rescheduled
"Toronto, ON",Collision Repair,Service Center,2026-06-02,71.5,Completed
"Austin, TX",Warranty Repair,Service Center,2026-06-02,100.0,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-02,94.7,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-06-02,90.4,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-02,63.4,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-02,97.6,Cancelled
"Seattle, WA",12V Battery Service,Service Center,2026-06-02,70.7,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Collision Center,2026-06-02,67.6,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-06-02,68.5,Cancelled
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-02,88.3,Rescheduled
"Toronto, ON",Collision Repair,Service Center,2026-06-02,60.1,Rescheduled
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-06-02,95.6,Completed
"Toronto, ON",Warranty Repair,Service Center,2026-06-02,65.8,Cancelled
"Seattle, WA",Tire Rotation,Mobile Service,2026-06-02,87.6,Cancelled
"Austin, TX",12V Battery Service,Service Center,2026-06-02,78.5,Cancelled
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-06-02,59.6,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Collision Center,2026-06-02,74.7,Completed
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-02,90.6,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-06-02,85.8,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-06-02,94.5,Completed
"Fremont, CA",Alignment,Service Center,2026-06-02,70.1,Rescheduled
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-06-02,36.3,Completed
"Seattle, WA",12V Battery Service,Service Center,2026-06-02,80.4,Completed
"Austin, TX",Alignment,Service Center,2026-06-02,91.9,Cancelled
"Seattle, WA",Warranty Repair,Service Center,2026-06-02,57.4,Cancelled
"Seattle, WA",Alignment,Service Center,2026-06-02,58.4,Completed
"Austin, TX",12V Battery Service,Service Center,2026-06-02,80.3,Cancelled
"Fremont, CA",Warranty Repair,Service Center,2026-06-02,78.3,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-02,85.3,Completed
"Austin, TX",Alignment,Mobile Service,2026-06-02,64.0,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-06-02,72.0,Completed
"Fremont, CA",Warranty Repair,Service Center,2026-06-02,70.7,Rescheduled
"Denver, CO",Alignment,Mobile Service,2026-06-02,65.4,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-02,69.1,Completed
"Seattle, WA",Alignment,Service Center,2026-06-02,72.0,Completed
"Austin, TX",Tire Rotation,Service Center,2026-06-02,62.7,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-06-02,85.0,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-06-02,72.7,Rescheduled
"Toronto, ON",Collision Repair,Service Center,2026-06-02,68.8,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-06-02,71.8,Rescheduled
"Austin, TX",Warranty Repair,Service Center,2026-06-02,74.0,Completed
"Denver, CO",Collision Repair,Mobile Service,2026-06-02,69.9,Completed
"Fremont, CA",Collision Repair,Service Center,2026-06-02,74.2,Cancelled
"Austin, TX",Collision Repair,Service Center,2026-06-02,86.4,Rescheduled
"Chicago, IL",12V Battery Service,Service Center,2026-06-02,64.6,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-06-02,61.2,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-06-02,86.5,Rescheduled
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-06-02,65.9,Cancelled
"Austin, TX",Warranty Repair,Service Center,2026-06-03,50.6,Cancelled
"Toronto, ON",Alignment,Collision Center,2026-06-03,100.0,Completed
"Denver, CO",Warranty Repair,Service Center,2026-06-03,84.4,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-06-03,61.8,Completed
"Fremont, CA",Collision Repair,Service Center,2026-06-03,86.3,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-03,52.7,Cancelled
"Austin, TX",Alignment,Service Center,2026-06-03,70.6,Cancelled
"Denver, CO",Warranty Repair,Mobile Service,2026-06-03,79.7,Rescheduled
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-06-03,61.5,Rescheduled
"Seattle, WA",12V Battery Service,Service Center,2026-06-03,82.4,Cancelled
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-03,86.9,Rescheduled
"Chicago, IL",Collision Repair,Service Center,2026-06-03,78.5,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-03,93.5,Completed
"Chicago, IL",12V Battery Service,Mobile Service,2026-06-03,75.2,Cancelled
"Toronto, ON",Warranty Repair,Service Center,2026-06-03,97.1,Rescheduled
"Toronto, ON",12V Battery Service,Mobile Service,2026-06-03,71.6,Completed
"Denver, CO",12V Battery Service,Service Center,2026-06-03,67.9,Completed
"Austin, TX",Alignment,Mobile Service,2026-06-03,90.9,Rescheduled
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-06-03,52.1,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-03,49.8,Rescheduled
"Austin, TX",Collision Repair,Mobile Service,2026-06-03,74.3,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-06-03,74.1,Rescheduled
"Fremont, CA",Warranty Repair,Collision Center,2026-06-03,67.3,Completed
"Fremont, CA",Collision Repair,Service Center,2026-06-03,62.8,Cancelled
"Toronto, ON",12V Battery Service,Service Center,2026-06-03,56.0,Rescheduled
"Denver, CO",Brake Fluid/Caliper Service,Collision Center,2026-06-03,62.2,Completed
"Seattle, WA",Tire Rotation,Service Center,2026-06-03,75.9,Rescheduled
"Seattle, WA",Collision Repair,Mobile Service,2026-06-03,54.8,Cancelled
"Austin, TX",12V Battery Service,Service Center,2026-06-03,60.8,Completed
"Toronto, ON",Alignment,Mobile Service,2026-06-03,44.7,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-06-03,68.2,Completed
"Seattle, WA",Collision Repair,Collision Center,2026-06-03,58.2,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-06-03,75.8,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-03,86.1,Completed
"Toronto, ON",Alignment,Mobile Service,2026-06-03,62.7,Completed
"Denver, CO",12V Battery Service,Mobile Service,2026-06-03,89.1,Completed
"Toronto, ON",Alignment,Mobile Service,2026-06-03,60.3,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-03,96.6,Cancelled
"Denver, CO",Tire Rotation,Mobile Service,2026-06-03,64.3,Completed
"Austin, TX",Alignment,Collision Center,2026-06-03,97.4,Rescheduled
"Toronto, ON",Tire Rotation,Collision Center,2026-06-03,100.0,Rescheduled
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-03,63.4,Completed
"Chicago, IL",Warranty Repair,Service Center,2026-06-03,71.3,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-06-03,35.7,Completed
"Toronto, ON",Warranty Repair,Service Center,2026-06-03,73.3,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-03,53.7,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-03,75.4,Cancelled
"Austin, TX",Collision Repair,Mobile Service,2026-06-03,79.7,Rescheduled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-03,82.4,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-03,88.1,Completed
"Chicago, IL",Alignment,Mobile Service,2026-06-03,66.1,Completed
"Austin, TX",Warranty Repair,Service Center,2026-06-03,47.9,Cancelled
"Denver, CO",Alignment,Mobile Service,2026-06-03,84.5,Completed
"Denver, CO",Tire Rotation,Mobile Service,2026-06-03,70.6,Cancelled
"Fremont, CA",12V Battery Service,Mobile Service,2026-06-04,47.0,Completed
"Seattle, WA",Alignment,Service Center,2026-06-04,69.4,Completed
"Austin, TX",Tire Rotation,Service Center,2026-06-04,100.0,Rescheduled
"Denver, CO",Collision Repair,Service Center,2026-06-04,80.1,Cancelled
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-04,65.2,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-06-04,86.6,Cancelled
"Austin, TX",Tire Rotation,Collision Center,2026-06-04,75.8,Completed
"Toronto, ON",Tire Rotation,Mobile Service,2026-06-04,77.3,Cancelled
"Seattle, WA",Tire Rotation,Mobile Service,2026-06-04,87.8,Cancelled
"Austin, TX",Collision Repair,Mobile Service,2026-06-04,60.5,Completed
"Austin, TX",Alignment,Mobile Service,2026-06-04,79.7,Cancelled
"Fremont, CA",Warranty Repair,Service Center,2026-06-04,60.9,Completed
"Denver, CO",Collision Repair,Service Center,2026-06-04,85.8,Cancelled
"Seattle, WA",Tire Rotation,Service Center,2026-06-04,86.8,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-04,78.4,Rescheduled
"Austin, TX",Alignment,Service Center,2026-06-04,58.0,Completed
"Fremont, CA",Collision Repair,Collision Center,2026-06-04,100.0,Cancelled
"Chicago, IL",Tire Rotation,Service Center,2026-06-04,85.0,Completed
"Seattle, WA",Alignment,Mobile Service,2026-06-04,67.1,Rescheduled
"Austin, TX",Tire Rotation,Service Center,2026-06-04,66.2,Completed
"Toronto, ON",12V Battery Service,Mobile Service,2026-06-04,96.6,Cancelled
"Seattle, WA",Collision Repair,Mobile Service,2026-06-04,56.6,Completed
"Austin, TX",Alignment,Service Center,2026-06-04,65.3,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-04,91.7,Rescheduled
"Chicago, IL",12V Battery Service,Service Center,2026-06-04,73.8,Cancelled
"Toronto, ON",Alignment,Service Center,2026-06-04,92.0,Cancelled
"Fremont, CA",Warranty Repair,Mobile Service,2026-06-04,63.4,Completed
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-06-04,84.8,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-06-04,79.6,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-04,71.4,Completed
"Austin, TX",12V Battery Service,Service Center,2026-06-04,94.6,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-04,83.5,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-06-04,84.9,Rescheduled
"Fremont, CA",12V Battery Service,Service Center,2026-06-04,75.5,Rescheduled
"Toronto, ON",Warranty Repair,Service Center,2026-06-04,91.8,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-06-04,73.6,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-06-04,70.8,Cancelled
"Austin, TX",Alignment,Service Center,2026-06-04,92.7,Completed
"Chicago, IL",Alignment,Service Center,2026-06-04,70.3,Cancelled
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-04,84.6,Cancelled
"Austin, TX",12V Battery Service,Mobile Service,2026-06-04,74.3,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-06-04,68.4,Cancelled
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-04,72.7,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-06-04,70.3,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-04,58.1,Cancelled
"Seattle, WA",Alignment,Service Center,2026-06-04,100.0,Completed
